Serial,sequence_ID,sequence_length,telo_density,Telomere_start,Telomere_end,Telomere_length,telo_density_mismatch,Telomere_start_mismatch,Telomere_end_mismatch,Telomere_length_mismatch
209,c71ac98b-01e1-4f16-9d82-0365b3c0a1f3,43372,0.9894857142857143,94,8843,8750,0.993054801953337,88,9302,9215
210,879c9731-2817-4383-8dfd-1cebf69e5bbd,31780,0.9666712764486239,94,7324,7231,0.9903408306885608,88,7334,7247
211,469fc5e4-5aa0-49e9-9df8-794aac2ebbed,19440,0.9934507886726317,90,10930,10841,0.9943295821338218,84,11546,11463
212,918f8dc8-f3bb-4eed-9fa1-380e5401806b,5207,0.9977220956719818,83,3594,3512,0.972185720543145,83,4648,4566
213,6861351c-e5ae-4fb5-8320-2faabab11e7c,4582,0.9993364299933643,86,3099,3014,0.9978040076859731,80,3722,3643
214,3d93ca3d-f94d-4ea8-ab1f-22015461cb85,7147,0.868160117517444,98,5543,5446,0.9294326241134752,92,5731,5640
215,de2f8652-6b9c-49c8-8cda-d4caff75e7bd,101350,0.9942857142857143,88,3412,3325,0.9984989492644851,82,3412,3331
216,10dd717b-b132-46d0-917f-e2916ab94957,14135,0.8600317208564632,97,5140,5044,0.9647326507394767,91,5364,5274
217,1edfb64f-88cb-478c-8bd0-e41ea5f88223,6642,0.9542782495101241,93,3154,3062,0.9938070404172099,87,3154,3068
218,8d55497b-a1f1-4848-917a-58fd8476e23f,10781,0.9575757575757575,89,5533,5445,0.9790479383171304,83,6048,5966
219,55d1995e-586f-4d10-a22c-3e870c1394a0,48208,0.9564134495641345,91,3302,3212,0.9962709757613425,85,3302,3218
220,7d6e5c5b-fcca-4d24-91fa-8f60ad353830,2497,0.9962546816479401,92,2494,2403,0.9987546699875467,86,2494,2409
221,ada44886-b261-4cb3-b1fe-6a5c3a757953,32659,0.8930575035063114,93,5796,5704,0.9865549153134276,87,5813,5727
222,9226ec51-50f7-4a87-9eec-07acb0022997,6651,0.9987748851454824,87,6616,6530,0.9995410036719706,81,6616,6536
223,431b19f7-54dd-4f35-bc99-c704c325dece,3408,0.9993975903614458,89,3408,3320,0.9993986770895971,83,3408,3326
224,8829acf3-f1cb-4a9b-a20c-ddb8f9d037aa,154180,0.8494772641390603,96,8034,7939,0.9802459932910921,90,8138,8049
225,488f5f32-03c8-4f55-b74b-45efeb665822,2915,0.9989373007438895,93,2915,2823,0.9989395546129375,87,2915,2829
226,13f3ba16-e1e6-48f0-b20e-b7b3c5663c0e,13756,0.9861582658657613,92,11578,11487,0.9868729896548727,86,11588,11503
227,d222e91e-9c44-4b55-9470-93e03500261b,23344,0.9921855306276783,87,8020,7934,0.9906169364297444,87,8612,8526
228,0d670fa1-f5ce-4b75-aab3-59178adc7ca9,4264,1,100,201,102,1,92,201,110
229,ee26641a-bf9a-4bfb-ba95-ee67d20a4653,26768,0.8564117145294284,87,3603,3517,0.9866590973602044,81,3603,3523
230,813f294c-0125-4846-b5a0-acc57924ba5c,5198,0.999607996863975,94,5195,5102,0.9996084573218481,88,5195,5108
231,4c4d4da6-b930-4a73-a6d7-cb7fc50d4def,5424,0.997379258704605,82,5423,5342,0.9998128041931861,82,5423,5342
232,3d0e453f-f20b-4bdd-a8d7-1288222708c0,9442,0.9986273164035689,87,3000,2914,0.9960713206406769,81,3389,3309
233,21479a5d-aaba-47ee-a833-e24de0131b87,40702,0.8905253901956474,99,4647,4549,0.9782468231746716,93,4735,4643
234,801ea656-2b85-42bc-8818-40a91e02a0a1,43579,0.947028771175047,94,3812,3719,0.987192118226601,88,4147,4060
235,1e2bd6b2-1d08-4d13-b2db-e99a27aa344b,17711,0.9329814459373,96,6347,6252,0.9914122137404581,90,6377,6288
236,546f628a-2ddd-44de-a6c9-455eff5842c8,16347,0.9601288763592428,94,7542,7449,0.996581646068893,88,7693,7606
237,68643736-f388-482f-8b15-3854eae79a12,3932,0.9471216462620474,93,3931,3839,0.9927178153446033,87,3931,3845
238,d25d83df-90ee-47f7-84ee-0786340f3840,28859,0.9747245625405055,89,4717,4629,0.9862253289473685,83,4946,4864
239,9ceb074a-8e36-4687-8691-7636448f42c3,26747,0.9897824653922215,89,12224,12136,0.9882478632478633,67,12234,12168
240,2a96c417-d5ee-4dd0-9e9e-d32607fd25df,8407,0.9126278718765722,93,6055,5963,0.9727677834626176,87,6145,6059
241,f55e125d-a322-4508-bd16-a8edb410e666,26147,0.9899828277046365,100,7087,6988,0.9930208058993942,94,7687,7594
242,b30b936b-19cc-429c-8eab-a62fe51b2646,10280,0.8556467097224647,101,5829,5729,0.9728013029315961,95,6234,6140
243,5eee274b-29c5-4ed8-b139-7e176693149a,60777,0.9878665318503539,93,6026,5934,0.9871165644171779,87,6606,6520
244,1776c88b-8022-4f06-9de8-bc4a2046172e,58277,0.9853508095605242,93,6577,6485,0.9801864801864801,86,6949,6864
245,43031e05-b4a0-4649-96ff-365ae7615af9,21748,0.9631701631701631,89,6523,6435,0.9876691729323308,83,6732,6650
246,f1e99025-2f74-4707-b705-e9e55b146dab,15704,0.8379289823447729,95,5135,5041,0.9688302163549688,89,5542,5454
247,fbd279d2-f079-4882-9634-c67087cb7cb0,27219,0.8952822138242107,90,8292,8203,0.9897748021911138,84,8298,8215
248,7fe2df5e-4141-46c2-a1fd-acbff93006ca,1478,0.999275887038378,94,1474,1381,0.9992790194664743,88,1474,1387
249,0864241f-ae17-45b7-8ebe-c02f2f6ab739,12861,0.9889859475883023,95,2727,2633,0.9965896172792724,89,2727,2639
250,ecd36558-d7af-4ccf-b25b-fae95b2af0a0,37825,0.9591939546599496,88,6042,5955,0.9843570608495982,82,7049,6968
251,76a71c1c-4f25-46d1-a0bd-5f03576cf84b,15979,0.8654000535188654,91,3827,3737,0.9639034105053522,85,4101,4017
252,59bef077-4632-4725-a2df-64c37571cc7d,8803,0.9984905660377359,93,5392,5300,0.9970149253731343,87,5781,5695
253,0cb1a486-f650-4a4c-b50f-9449c0c1d635,63378,0.945568223611622,84,5521,5438,0.9912007332722274,84,5538,5455
254,1f427b01-45a2-4907-99af-9bf9981da9d3,1668,0.9379746835443038,87,1666,1580,0.9987341772151899,87,1666,1580
255,cef824b5-da7b-4853-8512-cd8d4e0b8722,5880,0.9023600185099491,93,4414,4322,0.9944547134935305,87,4414,4328
256,9b78ec67-f043-449f-a381-306ffd4240d7,1325,0.9983606557377049,92,1311,1220,0.99836867862969,86,1311,1226
257,9eff18a1-692a-49c0-8cd7-d1ebef513ca0,4521,0.9781312127236581,94,3614,3521,0.9882478632478633,88,3831,3744
258,8906f00e-cdc7-4815-8694-3740b285a8a4,35314,0.9615550755939525,94,7038,6945,0.9963390594198818,88,7189,7102
259,d5363311-1e54-4a0c-b86c-ce07c5da6227,1528,0.9993002099370188,96,1524,1429,0.9993031358885017,90,1524,1435
260,4de428f1-5fc4-4633-9aee-f84dca4c8e56,25795,0.9539704848910752,95,11478,11384,0.9945538332635107,89,12023,11935
261,c316fa7d-b378-4aa9-aa4a-69a7af7c86e3,12710,0.9246505284691442,99,3031,2933,0.9871323529411765,93,3356,3264
262,4995c3fa-4a3f-4a08-9ba6-b28c00f264e2,38664,0.9803921568627451,100,201,102,0.6467926537130689,91,3847,3757
263,bed6482c-b767-479c-ab1c-4bd0fb65f31f,58655,0.9926192619261927,91,5645,5555,0.9952860858257477,85,6236,6152
264,f198ae6f-b045-46c3-bf94-39da2c5a3d30,6021,0.9667472793228536,91,3398,3308,0.9813383097840576,85,3835,3751
265,7655454a-1bb1-4cb8-abef-d425797c4f77,4874,0.8866594360086768,93,3780,3688,0.9848402815376286,87,3780,3694
266,0162fbe8-5834-4091-84ba-665b751001b7,13181,0.9904824417459797,87,9227,9141,0.9959797958973302,81,9781,9701
267,f497e980-c9c8-430f-aecc-61852ac5db1b,85063,0.8984010659560293,91,6094,6004,0.9787086000556637,85,7270,7186
268,0a1ecfb8-3101-40be-9bde-15974d3ba6c0,1059,0.9917355371900827,91,1058,968,0.9989733059548255,85,1058,974
269,e5939c5a-03b2-430e-b729-334458515365,2812,0.9952082565425728,92,2804,2713,0.9996322177271055,86,2804,2719
270,bc740426-e452-4443-9114-a3c6c22b40f4,9655,0.9816849816849816,92,8281,8190,0.9942094067596313,86,8547,8462
271,168ac83f-c391-4d75-89a5-310433920f89,10122,0.997229916897507,86,8388,8303,0.9944229455952652,80,8865,8786
272,012ff705-74bc-4023-bb09-0e4a242f7d5b,80383,0.9401259516871886,91,10729,10639,0.9835353718111091,85,11138,11054
273,43324fea-2092-4909-8d8f-6c784970d7a1,2078,0.7788944723618091,882,2075,1194,0.9642857142857143,88,2075,1988
274,9bebb52f-bc10-43e3-9f84-a32440ed8434,13140,0.9125909345271405,92,9026,8935,0.9226340033500837,86,9637,9552
275,6da88b82-b80b-4725-b0c5-75e9b9b260da,8801,0.9971291866028709,96,3230,3135,0.9819102749638206,90,4235,4146
276,4d4928e4-3a9a-45a0-ac6e-95d6fca91a6f,9939,0.8243162901307967,85,3448,3364,0.9852637783672267,79,3471,3393
277,aa750774-5495-46e1-af23-6aa0a8e1294f,1873,0.9955005624296963,92,1869,1778,0.9955156950672646,86,1869,1784
278,4e5c8069-b5cf-40d5-bed9-cd27aa0aa72a,8313,0.9969301611665388,94,5305,5212,0.9992334227673438,88,5305,5218
279,cd02113d-8797-409c-9b22-9d55dcd63294,21416,0.9693109438332368,95,8729,8635,0.9919084498901861,89,8739,8651
280,735dee68-702f-4ffc-8b05-89170b5e2217,8289,0.9955858747993579,86,5069,4984,0.9983967935871744,80,5069,4990
281,9410e843-e6a8-49ac-b035-6b861b374905,57979,0.9458428680396643,87,4019,3933,0.9910714285714286,81,4448,4368
282,ac3e6fef-946c-4d10-a92c-2b950824c2d0,87347,0.9102550189907759,91,9305,9215,0.9860509352213885,85,9547,9463
283,a02c33f4-3030-438c-b31e-a140d7cfbdaa,4769,0.9987163029525032,95,4768,4674,0.9997863247863248,89,4768,4680
284,22aa4181-9e23-4a36-ab79-a42f157dedd6,29177,0.9423076923076923,91,6642,6552,0.9853452183109231,85,6703,6619
285,94cf3c83-d5a2-44b7-b397-c4e17272e145,5714,0.872262066291917,97,5255,5159,0.8724104549854792,91,5255,5165
286,bf1820b2-62a9-4db7-a2cd-6e25554d2ad1,60646,0.9315103501150013,103,7928,7826,0.9937593609585622,97,8108,8012
287,a33b49db-83e2-45c3-991a-f6e98ac01ae2,5837,0.999826056705514,88,5836,5749,0.9998262380538662,82,5836,5755
288,7624c5d7-73a0-47c0-8528-a8c2e44ced57,2481,0.8809283551967709,98,2079,1982,0.9139739823751574,92,2474,2383
289,ae9af67b-f24f-43ca-b452-86a43610f908,43343,0.8943419184749544,98,5028,4931,0.9933554817275747,92,5208,5117
290,dde44a49-8449-40d1-8165-f2fd6e32059e,17596,0.9930369576861274,98,9432,9335,0.9861850184199754,92,9863,9772
291,fe1ad689-859b-42da-b600-fa7f66f7ea4a,86120,0.9354838709677419,90,4181,4092,0.9810587663914522,84,4201,4118
292,8d11c0f6-44ef-47ca-bc52-664ffad05365,3051,0.7974683544303798,558,1031,474,0.9314236111111112,83,1234,1152
293,4230b2bf-dfa5-41a8-be93-7673c1225963,59866,0.9861554845580405,87,11354,11268,0.9813281662850097,81,11434,11354
294,ab25d402-f70e-460b-8810-a46719c52355,19795,0.9107142857142857,78,4221,4144,0.8539325842696629,72,6301,6230
295,76be74b6-5ee9-4a7d-beac-9364bd1b418d,19343,0.9143904063957362,90,6093,6004,0.991846921797005,84,6093,6010
296,f5836455-aec1-4a76-9ba8-3f57a429124c,23174,0.9327453142227122,83,4617,4535,0.9969169786390663,83,4623,4541
297,eec8f1c0-a559-4f17-843a-1c0582165933,24460,0.8991630131526505,113,5130,5018,0.9833007639012258,107,5735,5629
298,a20eccf0-7267-4b7f-9683-757b75e4a4b1,30995,0.8783537379525919,98,3936,3839,0.9810082063305979,92,4356,4265
299,25682977-1dea-4574-9233-ebfb5a261cf8,40118,0.9812001030131342,97,7862,7766,0.9887457796673753,91,8087,7997
300,ea00bb7b-5799-470b-8171-213031863a7b,4384,0.9044734389561976,93,4384,4292,0.9881340158213122,87,4384,4298
301,6a7534f5-614c-4d41-89f3-9d7115d3d607,3492,0.9964726631393298,91,3492,3402,0.999706572769953,85,3492,3408
302,79cb410d-9f6d-4fc6-bb13-f740db979dd7,3669,0.9983221476510067,93,3668,3576,0.9997208263539922,87,3668,3582
303,b9624de1-f567-4581-a212-fdfa87e8b613,3965,0.9550387596899225,94,3963,3870,0.9845201238390093,88,3963,3876
304,d7503046-b45b-4c6e-b79c-3148d3bec80d,4215,0.9949016751638747,94,4212,4119,0.9961212121212121,88,4212,4125
305,1e5a7591-c266-473a-a999-b85684033378,1839,0.9994256174612292,99,1839,1741,0.9994275901545506,93,1839,1747
306,e0428eb8-7fc7-4532-abde-5ad24743d698,5450,0.9829203752706278,93,4249,4157,0.9981663992665597,87,4449,4363
307,d43b0f29-1619-42ee-a879-3e8e4bca9c50,11400,0.9666854884246189,90,5402,5313,0.9826984588543182,84,6961,6878
308,6dad8391-9c0d-49fc-abae-6be4aedc45a5,4752,0.9575289575289575,87,4748,4662,0.99528706083976,81,4748,4668
309,9474fa08-8075-42cc-89da-d624c9fc5ea3,12204,0.9614931898436186,92,6038,5947,0.9907677356656949,86,6259,6174
310,454ceaa5-aa39-448b-85e9-d8d7f9da38fe,6794,0.9691670501610676,99,6617,6519,0.9952238805970149,93,6792,6700
311,b32168c7-4995-4d2c-a505-673c627e88b6,11041,0.9747518718439839,101,5843,5743,0.996695077404766,95,5843,5749
312,87d27898-f483-4992-868d-3c25d8fa4ed5,6776,0.9468354430379747,87,4826,4740,0.99,81,5180,5100
313,4f0b6063-e1bd-4773-8359-043bb3dbe04c,3737,0.9854304635761589,2971,3725,755,0.9854304635761589,2971,3725,755
314,da8c4884-1d0c-4610-9558-c0d304cea732,6298,0.9312706061374588,86,4028,3943,0.9800957420005039,80,4048,3969
315,20ee360a-9fba-45a3-8651-c61bf1ddcaef,36971,0.9828674481514879,87,3413,3327,0.9983017265779791,81,3613,3533
316,4efde8d8-aed3-485b-955f-e05fb5c19813,23631,0.93523316062176165,97,4728,4632,0.9840448469167745,91,4728,4638
317,f4993524-8bf7-44eb-b2e6-66b3b541764f,39893,0.9995497523638001,94,4535,4442,0.9867807153965785,88,5231,5144
318,1a2c7ec9-2d5c-410e-aec8-5fc6a4f0644c,24821,0.9634812286689419,86,5945,5860,0.9933301572177228,80,6376,6297
319,7ffe61fa-97d3-42f1-8b32-501da09286be,10519,0.8795738767948124,96,4413,4318,0.9732714822178042,90,4616,4527
320,2cf578b7-ec86-4de8-97ac-353d92e64178,1911,0.9922308546059934,105,1906,1802,0.9994484280198566,99,1911,1813
321,b8068e81-f902-4041-8176-17dc799f04e5,3070,0.9996640913671482,93,3069,2977,0.999664767013074,87,3069,2983
322,838e7195-e0e7-4ed4-a2a4-1e184b793345,27622,0.9647834557170688,86,6758,6673,0.9868592245641425,80,7765,7686
323,8a8afed4-6368-444e-a825-62d9a64538b9,1615,0.9964285714285714,84,643,560,0.9965034965034965,78,649,572
324,fd688bb7-a68b-429d-a79d-e465c368569a,23388,0.9340314136125655,91,5820,5730,0.9843377596186585,85,5958,5874
325,29096af2-0da5-4805-85b7-916681e9b6dd,8913,0.9793307086614174,93,6188,6096,0.9902373085010514,87,6744,6658
326,09857ef1-8510-4539-8557-994bd7d1a974,13598,0.9422894985808893,93,3263,3171,0.981986531986532,87,6026,5940
327,7e87262b-d09a-4201-9a09-d77fbcfc5a63,6554,0.9684724689165186,92,4595,4504,0.9867063492063493,86,5125,5040
328,e9395f6e-b84b-41f4-8c5b-61ebcb48647f,2706,0.957286432160804,89,1680,1592,0.9750489236790607,83,2126,2044
329,3e2addb9-aa32-448d-b5a5-65906c564a81,15730,0.9479022591055786,83,6589,6507,0.954398894518655,77,6589,6513
330,c7b9dc88-2ab7-4b3a-b462-bb0505627992,12016,0.9555683785343335,95,3560,3466,0.9809917355371901,89,3718,3630
331,32675b9f-4e3b-4a17-a80c-0df1f7d89e9d,7689,0.8825947921425308,90,4467,4378,0.9778275475923852,84,4548,4465
332,6df1cefc-d7c9-404a-a195-a8bfac9f7222,3163,0.9980392156862745,100,3159,3060,0.9996738421395955,94,3159,3066
333,f39bd343-7faf-40b8-a62e-f90e141f5300,44662,0.9033822138126774,93,8548,8456,0.9850746268656716,87,8796,8710
334,26872876-2db3-4e60-a552-d490db6e70e1,36435,0.964606588619657,80,7425,7346,0.9935699933020764,80,7544,7465
335,1dc5c338-f142-4eca-8097-e2ac5b645433,19065,0.952420527737378,98,4910,4813,0.9884943463598492,92,5132,5041
336,1c00be17-cb14-4c84-868e-ed41fdafbfad,16880,0.9168081494057725,84,5384,5301,0.9892594686263426,78,5384,5307
337,307683d3-2aa2-4f92-ad24-fcfa26464b9c,23694,0.9288171473934903,98,7655,7558,0.9931568754034861,92,7836,7745
338,e5aee0fc-1a0a-45db-9c7b-f6bba4776e09,2907,0.9996447602131439,92,2906,2815,0.9996455157745481,86,2906,2821
339,fa7e3d5d-1f71-4efe-bec5-df67b90c4d02,3723,0.9939360529217199,94,3721,3628,0.9953219592735278,88,3721,3634
340,c0da6c86-4d11-4b2f-9972-486fb6eb7e89,12111,0.9389788293897883,127,4944,4818,0.9955778894472361,121,5095,4975
341,d5f8ffc8-adb7-470f-a786-edd61b696657,19874,0.9559502664298402,94,5723,5630,0.9957416607523066,88,5723,5636
342,414f8f61-61e5-463e-9ad4-dd908550dabc,17747,0.8926640926640926,91,3975,3885,0.9669553327256153,85,4472,4388
343,afe37ce1-2c63-4297-b558-0988e7bac514,27205,0.9370748299319728,93,10676,10584,0.9375826251180359,87,10676,10590
344,be6eb53f-1a5b-49a9-87c0-5076fc2f8f17,22811,0.9917990773962071,99,4000,3902,0.9829118250170882,93,4481,4389
345,189a549d-b60a-4690-a765-38e79853feda,12708,0.9131832797427653,86,7549,7464,0.9767975522692504,80,7923,7844
346,8cf4a674-34e1-440f-9d0e-a8cbdb74066b,20954,0.9989453499520614,91,20950,20860,0.9999520751461708,85,20950,20866
347,478257f0-cee8-4bda-9e65-d3524e2345c0,7439,0.9340611353711791,87,4666,4580,0.9886636145628951,81,4667,4587
348,6e65c270-13d0-4f9f-a9e6-03dcdbeca409,2103,0.8642266824085005,1254,2100,847,0.9960356788899901,83,2100,2018
349,55875bb6-57d1-41dd-8d74-446ced6f849b,6157,0.978751225890814,95,3153,3059,0.9880375961264597,89,3599,3511
350,d28b16f9-a85e-496d-b5d2-56bfbc54d7fa,67839,0.9568627450980393,78,3902,3825,0.983249581239531,78,4256,4179
351,1dc66a8f-f50f-43dd-9c42-4162bae3d1c7,37017,0.9255864533167625,91,6527,6437,0.9821348816435909,85,6801,6717
352,272f2a9d-1e1e-4ec8-955f-7a6e8ac07a39,6593,0.9970384995064165,81,3119,3039,0.9865771812080537,81,4103,4023
353,a88838fc-9bb5-49a6-8261-ec700ef9d4a7,105996,0.9947148817802504,89,7278,7190,0.9911317008603574,83,7637,7555
354,9356bc0d-4d95-4c7d-ad39-5d8a423ebcd6,25313,0.9971783295711061,90,3633,3544,0.9835138954309939,84,4329,4246
355,497d89eb-7d2d-4d4e-be5f-4961ce72e34f,3382,0.9972602739726028,95,3379,3285,0.9987845639623215,89,3379,3291
356,2138c97c-5b14-4e2e-9fc5-efd736b3df54,29530,0.8766233766233766,91,4402,4312,0.9882169853268119,85,4582,4498
357,e27a7074-27df-4c75-a5c0-14eeda92b8e5,19100,0.9283276450511946,95,4489,4395,0.9870795277344621,89,4577,4489
358,1e1196af-8878-4cd1-a111-f1d4cf7a0ca5,9616,0.9918098973353328,97,8765,8669,0.9940795965354676,91,9211,9121
359,f332d6e7-63f5-48a2-acc3-32131b487341,7247,0.9192377495462795,91,6702,6612,0.9853805576488319,85,6719,6635
360,007e7e93-b466-4be5-bf45-c661acd2e48c,3066,0.9956331877729258,89,3065,2977,0.999664767013074,83,3065,2983
361,db69bee0-d428-47ab-8154-148b9aeed11e,2333,0.971000935453695,96,2233,2138,0.9710820895522388,90,2233,2144
362,d93afbcb-0f48-488d-ab73-4f93b114fece,10420,0.9151475409836065,89,7713,7625,0.9924112607099144,83,8252,8170
363,7b031eba-206c-4bd4-ac52-48bfbf6a3635,30611,0.917402996542451,91,5296,5206,0.988871834228703,85,5296,5212
364,e7cecbe4-c08b-4b72-96e7-c63f9a838e2a,2580,0.9054766734279919,115,2579,2465,0.9898826386078511,109,2579,2471
365,d1ebbc17-c77d-4d55-b799-c88c50e18fab,80979,0.8922955974842768,96,7727,7632,0.9802925136341101,90,8157,8068
366,b981ead0-b649-42b0-a28f-44607d05412e,8417,0.9990389235944258,90,8413,8324,0.9997597308986065,90,8413,8324
367,42d974da-eb46-4e84-9c13-69f2a4272381,9910,0.8675333801827125,73,5764,5692,0.9691881599446079,67,5843,5777
368,fb243d61-750e-44e6-b915-b06275c3abe6,94703,0.9431486880466472,96,4211,4116,0.9864211737629459,90,4434,4345
369,6eb9242b-3182-41c9-bb86-b51f3c623691,5675,0.9371305749596991,93,5675,5583,0.9923063159778136,87,5675,5589
370,1fe52267-d320-41ed-87b1-9c9b600d61fe,4164,0.8542082738944365,100,3604,3505,0.8800595977154209,94,4120,4027
371,72c8dfc3-c9b8-47b7-b353-8ed6c5ce7edd,28999,0.9391304347826087,86,8480,8395,0.9937437157859457,74,9024,8951
372,216e73dc-6210-4567-8b06-57f38f76c85e,44786,0.9026217228464419,90,14507,14418,0.9926511369938991,84,14507,14424
373,9b9ebe04-9e44-45e6-8745-a62749edfb5e,8666,0.9796933278077082,95,4920,4826,0.9930825037961869,89,6015,5927
374,f7b169e8-0d6c-4528-911f-73313ceab4c9,9037,0.9338582677165355,87,3896,3810,0.9798955613577024,87,3916,3830
375,077d58e1-dec8-4fb0-9ca6-516105620b83,14462,0.9310959310959311,95,6828,6734,0.9903367496339678,89,6918,6830
376,964e2133-ac16-43e8-8c72-43017bffd78f,18499,0.9354838709677419,92,6601,6510,0.9947820748925721,86,6601,6516
377,7d0f56a6-e31e-4cd2-9d24-ab95df8bad6d,9548,0.9034162800506116,86,4827,4742,0.9690971520904867,86,5036,4951
378,2ffffe5c-63b8-4a7d-811f-222e42158e9a,31394,0.9548834903321765,89,2105,2017,0.9963803882856203,83,3121,3039
379,cb231a14-b9af-4537-9207-bc8a321d1925,82821,0.9961149961149961,84,3944,3861,0.9849917763157895,84,4947,4864
380,b7cd5c8a-b927-4dab-a2c4-109ed595f2b2,4946,0.9997937719117344,93,4941,4849,0.9997942386831276,87,4946,4860
381,38751034-e084-4745-9967-c27028f91ef1,13792,0.9655511811023622,93,4156,4064,0.9948634134952137,87,4369,4283
382,db5a01d8-42fa-46c6-b56f-a82107d67d25,6272,0.9902912621359223,96,1640,1545,0.9160030824556897,90,3982,3893
383,b75440c1-7a20-4cfb-bf6e-dfd728e29cb9,18968,0.9547424169475205,91,4244,4154,0.989098998887653,85,4579,4495
384,58ecc23a-c32c-4d44-a627-1cce61b2d351,16761,0.8098782138024357,83,3038,2956,0.9872397582269979,77,3054,2978
385,882d32a4-c2b8-446b-b810-dcdf70b70883,13446,0.9689119170984456,93,4724,4632,0.9965502371711945,87,4724,4638
386,1b239b85-a47a-4225-9b76-72cbfad89e3c,35611,0.9965576592082617,98,5907,5810,0.9986244841815681,92,5907,5816
387,6c87e27b-d92f-4977-9967-d70b4a8120d1,2550,0.9989495798319328,86,1989,1904,0.9989561586638831,80,1995,1916
388,4c015903-59c5-4421-9e5d-23ddd98269e5,7948,0.9336757818401571,93,6711,6619,0.9913568390725751,87,7375,7289
389,46c884dc-0afc-47a3-9c79-fd1cb7fa8f8e,16271,0.9509140636245862,97,7043,6947,0.9906089926010244,91,7118,7028
390,bdb6a730-033d-4446-af21-29ebf885e518,11762,0.9974119052359148,90,10135,10046,0.988470545847595,84,11185,11102
391,8a4f5bb9-1286-4db2-a7fd-e992d3c807a3,34368,0.9191977077363896,97,5331,5235,0.9946575081091394,91,5331,5241
392,67786cc5-5e4b-462f-b72f-a5a663a62adb,11369,0.9649923896499238,93,2063,1971,0.9794414274631498,87,2664,2578
393,8b1c67f2-de7e-4429-ab80-b2dff77dd5bd,64070,0.9966638865721434,102,14489,14388,0.9839396919042936,96,15350,15255
394,f56b1d61-569f-412b-88f6-a9d77efd199f,1108,0.9565217391304348,89,985,897,0.9970674486803519,83,1105,1023
395,16691cfc-7c41-42f7-976c-9cba415e8f2d,37911,0.8917065059239243,95,4905,4811,0.9931959175505303,89,5085,4997
396,3109ad95-0890-43fa-8f73-8cd57468ed46,1863,0.9994353472614342,92,1862,1771,0.9994372537985369,86,1862,1777
397,47b19d0d-bbe5-4d20-a46a-67e42e7ca0f8,1146,0.9990539262062441,85,1141,1057,0.9990583804143126,85,1146,1062
398,30f83437-6f5c-438f-9de9-e0d4ac185d61,12699,0.9785325216276834,89,6330,6242,0.9939403356121814,83,6518,6436
399,982a29e7-9227-40b7-b552-2f2ded0c0bca,18022,0.9822509918563375,88,4876,4789,0.9891135303265941,82,5225,5144
400,ae6c7d7b-2b2a-43f4-a9cc-084a39affc05,3630,0.9994343891402715,92,3627,3536,0.9994353472614342,86,3627,3542
401,c4b2b6b0-bd2e-4f14-a9af-0d3e7cc03788,5332,0.8661087866108786,93,3438,3346,0.978760045924225,87,3570,3484
402,a7629411-426a-4f88-995d-fb83bd327bd4,17854,0.9428571428571428,96,7725,7630,0.9926479035037334,90,8794,8705
403,11c75415-7f91-480c-86be-3ef2b5045344,1304,0.9991755976916735,92,1304,1213,0.9991796554552912,86,1304,1219
404,704435f0-3807-4e55-85a5-56cba4108d7f,40208,0.9956518301842043,91,12739,12649,0.9877263882652297,85,13446,13362
405,96a02c69-81d2-4299-bc15-fce1f79b5769,28856,0.9797316585783614,96,3598,3503,0.9868526965387712,90,3816,3727
406,11e4e89d-f6e5-4211-b3c2-4da0b7a49c80,9883,0.9249431387414708,91,4047,3957,0.9697108765488757,85,4442,4358
407,99c04851-1461-4301-a315-227be872bb8b,4789,0.9997869166844237,93,4785,4693,0.9997871887635668,87,4785,4699
408,9e18877e-27f0-48ed-81a9-832d704da06f,10172,0.9643214404801601,96,6093,5998,0.9951994702863765,90,6130,6041
409,b7cf7da3-1c95-473c-9ec6-8ab020243263,19969,0.9898544331715924,92,4625,4534,0.9985232067510549,86,4825,4740
410,271f83d0-e8f8-4cae-966f-eb24fdd27688,22546,0.9334532374100719,89,3424,3336,0.9882289994649546,83,3820,3738
411,69a99a4b-9b61-4fba-819a-4ca86580121a,36236,0.9808470461289452,99,3805,3707,0.9821138211382113,93,4397,4305
412,35b70a71-d911-4a5a-b9ac-5b8ae0315984,3604,0.9929428369795342,96,2929,2834,0.997887323943662,90,2929,2840
413,0f7df234-3a42-4821-9b12-3881aa5f2cce,12829,0.9644036697247707,93,5542,5450,0.9920525224602627,87,5874,5788
414,3c7297a3-2145-40be-8d14-3052adb66314,15436,0.9735849056603774,94,2478,2385,0.9972993827160493,88,2679,2592
415,395d970a-1b89-45fd-9694-d4319cfc72ad,44879,0.954158215010142,96,5025,4930,0.9904386951631046,90,5423,5334
416,f72112d3-a575-49cc-85f0-0cc0b7d6bde2,71112,0.9985124581628858,93,5470,5378,0.9948979591836735,87,5966,5880
417,5e28677d-b6b3-429f-b880-1ca55405c7a5,9582,0.9662068965517241,90,2989,2900,0.9762773722627737,84,3371,3288
418,58bc39c1-ca32-42b1-a98b-86d34823ac7d,24393,0.9752650176678446,98,3210,3113,0.9681477516059958,92,3827,3736
419,fda3d0e5-7e59-4000-9877-1e84fe339f5b,30801,0.9501312335958005,99,4670,4572,0.9883333333333333,93,4892,4800
