Serial,sequence_ID,sequence_length,telo_density,Telomere_start,Telomere_end,Telomere_length,telo_density_mismatch,Telomere_start_mismatch,Telomere_end_mismatch,Telomere_length_mismatch
737,b8d3571a-8285-48ce-ab85-a787f85cdc0d runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1414 start_time=2025-11-20T11:16:16.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=b8d3571a-8285-48ce-ab85-a787f85cdc0d basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1755,0.99633699633699635,118,1755,1638,0.9993917274939172,112,1755,1644
738,d7d352cd-01f5-40cb-bb56-8beddcf1dd84 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1875 start_time=2025-11-20T11:20:23.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d7d352cd-01f5-40cb-bb56-8beddcf1dd84 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3485,0.9653948535936113,100,3480,3381,0.9932193396226415,94,3485,3392
739,d77aa8ab-d390-4246-acaf-b1b83f0c5aff runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=515 start_time=2025-11-20T11:22:55.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d77aa8ab-d390-4246-acaf-b1b83f0c5aff basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,11003,0.9803921568627451,95,5143,5049,0.9897513440860215,89,6040,5952
740,f97d0c7a-a280-4d5f-af2b-9024b6149052 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2956 start_time=2025-11-20T11:24:26.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=f97d0c7a-a280-4d5f-af2b-9024b6149052 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,17424,0.950826853575731,99,9229,9131,0.9868301083983385,93,9963,9871
741,5f83089f-7119-4e6d-bb19-742bffc0fcda runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1327 start_time=2025-11-20T11:28:29.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=5f83089f-7119-4e6d-bb19-742bffc0fcda basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,17505,0.9815803814713896,95,9269,9175,0.9882576959695335,89,9541,9453
742,9e82fa8a-2046-452d-b9b4-97a920f39995 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2633 start_time=2025-11-20T10:10:04.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=9e82fa8a-2046-452d-b9b4-97a920f39995 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6874,0.9733520336605891,90,4367,4278,0.9962280896383403,84,4590,4507
743,54b8220a-57e3-4412-bdc6-3529bb41bc2f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=732 start_time=2025-11-20T10:11:43.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=54b8220a-57e3-4412-bdc6-3529bb41bc2f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,24248,0.8737226277372263,92,2831,2740,0.9616231519345706,86,3264,3179
744,7a7bdec5-22a1-4bcb-ac40-50896ff7da32 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=595 start_time=2025-11-20T10:17:36.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=7a7bdec5-22a1-4bcb-ac40-50896ff7da32 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3753,0.9927667269439421,91,3408,3318,0.9931224209078404,85,3719,3635
745,92bc24be-244b-43a9-9985-25a3eb78a84a runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1379 start_time=2025-11-20T10:21:08.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=92bc24be-244b-43a9-9985-25a3eb78a84a basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,5050,0.8428405122235157,92,2668,2577,0.9748086734693877,86,3221,3136
746,57c3b97b-4790-4135-b93c-981c0cd28e4e runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=411 start_time=2025-11-20T10:22:47.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=57c3b97b-4790-4135-b93c-981c0cd28e4e basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,11506,0.9751471550032701,93,6208,6116,0.9977154046997389,87,6214,6128
747,01208057-8ab2-41fb-baa2-621ac845155a runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2176 start_time=2025-11-20T10:29:09.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=01208057-8ab2-41fb-baa2-621ac845155a basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2950,0.9996485061511423,101,2945,2845,0.9996498599439776,95,2950,2856
748,08fdb14a-8ea6-480a-9e43-89ab4b4f981b runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1298 start_time=2025-11-20T10:31:51.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=08fdb14a-8ea6-480a-9e43-89ab4b4f981b basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6269,0.9972527472527473,92,3731,3640,0.9918570459172134,86,4506,4421
749,c3e5dbb6-70cb-44c9-9085-8d64208b5278 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2607 start_time=2025-11-20T09:49:02.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=c3e5dbb6-70cb-44c9-9085-8d64208b5278 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,61806,0.9672701949860725,89,5832,5744,0.9996521739130435,83,5832,5750
750,1ec89de0-715b-4d3a-8467-962bdb47de84 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2127 start_time=2025-11-20T10:43:03.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=1ec89de0-715b-4d3a-8467-962bdb47de84 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,8523,0.9665790461885092,93,5418,5326,0.985013409055056,87,6425,6339
751,745137e6-2d11-4fe4-837f-624a7deb15a3 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2047 start_time=2025-11-20T10:46:47.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=745137e6-2d11-4fe4-837f-624a7deb15a3 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,28820,0.8824289405684754,89,4732,4644,0.9854029605263158,83,4946,4864
752,f6fdb22b-7481-4c6d-bfe0-dd9507b7e145 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=469 start_time=2025-11-20T10:51:22.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=f6fdb22b-7481-4c6d-bfe0-dd9507b7e145 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1439,0.9948186528497409,88,1438,1351,0.999259807549963,88,1438,1351
753,2177b592-c355-4691-b078-71435f3c631a runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1176 start_time=2025-11-20T10:54:58.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=2177b592-c355-4691-b078-71435f3c631a basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,4504,0.9525280898876405,89,3648,3560,0.9856459330143541,83,4053,3971
754,62463102-1172-470f-8a53-5996d2934971 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2915 start_time=2025-11-20T11:01:03.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=62463102-1172-470f-8a53-5996d2934971 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,4297,0.9997619614377529,96,4296,4201,0.9997623009270263,90,4296,4207
755,c95b8214-1ef4-4238-a406-539cf61e5337 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2095 start_time=2025-11-20T11:08:02.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=c95b8214-1ef4-4238-a406-539cf61e5337 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3942,0.8746618575293057,86,3412,3327,0.9888658726048679,80,3941,3862
756,7c680ed1-1f5f-40aa-a15f-65cb215c86ea runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=815 start_time=2025-11-20T11:10:29.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=7c680ed1-1f5f-40aa-a15f-65cb215c86ea basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,10761,0.9297433740008414,98,7228,7131,0.9911937377690803,92,7245,7154
757,45df8732-0f39-4287-9aab-1e148e5d1e3f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2891 start_time=2025-11-20T11:12:04.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=45df8732-0f39-4287-9aab-1e148e5d1e3f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,13294,0.9785575048732943,91,9324,9234,0.9963271038133305,85,9341,9257
758,6985f715-0260-4f88-b88c-bf4e5738993f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1347 start_time=2025-11-20T11:16:46.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=6985f715-0260-4f88-b88c-bf4e5738993f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,11580,0.9075297225891678,92,4633,4542,0.9827886710239652,92,4681,4590
759,d69629ec-1752-40ed-964e-b90e513cd711 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2915 start_time=2025-11-20T11:20:27.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d69629ec-1752-40ed-964e-b90e513cd711 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3540,0.8543283582089553,95,3444,3350,0.9842543077837196,95,3460,3366
760,0bf50c17-bb1a-4ed2-b382-dbb283116370 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1057 start_time=2025-11-20T11:23:15.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=0bf50c17-bb1a-4ed2-b382-dbb283116370 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,9167,0.9714475431606906,93,9128,9036,0.9958057395143488,87,9146,9060
761,fa3fe30a-7e47-4823-ab6f-e5c35a378e9f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=28 start_time=2025-11-20T11:23:15.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=fa3fe30a-7e47-4823-ab6f-e5c35a378e9f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,48344,0.8850855745721271,91,2544,2454,0.9702295552367288,85,2872,2788
762,2ab4d012-1427-4f54-9b28-8641dde4af9a runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1167 start_time=2025-11-20T11:30:38.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=2ab4d012-1427-4f54-9b28-8641dde4af9a basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1491,0.9578163771712159,99,1307,1209,0.9819819819819819,93,1313,1221
763,bf649449-2b1a-4e80-a08e-ad749d53fcfb runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2476 start_time=2025-11-20T10:10:22.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=bf649449-2b1a-4e80-a08e-ad749d53fcfb basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,7588,0.999866577718479,93,7587,7495,0.9998666844420744,87,7587,7501
764,e2bd9b50-dd6e-41c5-a026-c4f3cab43659 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2081 start_time=2025-11-20T10:12:47.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=e2bd9b50-dd6e-41c5-a026-c4f3cab43659 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,17898,0.8946784922394678,86,5497,5412,0.9888013998250219,80,5794,5715
765,f26528ab-dea5-46d9-9361-cd539c6bc589 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1355 start_time=2025-11-20T10:18:18.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=f26528ab-dea5-46d9-9361-cd539c6bc589 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,10065,0.9810864306135914,91,9184,9094,0.9920879120879121,85,9184,9100
766,71afc0eb-b13c-4839-b7fc-c4601d892b08 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=630 start_time=2025-11-20T10:21:24.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=71afc0eb-b13c-4839-b7fc-c4601d892b08 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6062,0.9378114043181399,96,5514,5419,0.9922580645161291,90,5514,5425
767,fb8f6ea6-ab42-4718-9b42-e66b87ebf953 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2617 start_time=2025-11-20T10:23:11.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=fb8f6ea6-ab42-4718-9b42-e66b87ebf953 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,7226,0.9007574286269179,91,5239,5149,0.9867231094862421,85,5281,5197
768,6579f977-a346-41d7-a7c3-7d1f06ef69ae runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2121 start_time=2025-11-20T10:28:58.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=6579f977-a346-41d7-a7c3-7d1f06ef69ae basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,10364,0.9488677867056245,85,5560,5476,0.9942548746518106,85,5828,5744
769,671f89b5-c7b7-43b3-a4a3-b1edbb1e6514 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2782 start_time=2025-11-20T10:33:00.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=671f89b5-c7b7-43b3-a4a3-b1edbb1e6514 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,10492,0.8924502316263929,116,8102,7987,0.9926719895001641,110,9252,9143
770,c9e41171-69d9-40d4-ace6-578bc0df1d92 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2070 start_time=2025-11-20T10:07:16.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=c9e41171-69d9-40d4-ace6-578bc0df1d92 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,89084,0.941577154833639,96,7729,7634,0.9939790575916231,90,7729,7640
771,c9115f32-8817-4a85-b942-85253de2a1cd runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=293 start_time=2025-11-20T10:43:45.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=c9115f32-8817-4a85-b942-85253de2a1cd basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,5293,0.996339818917357,98,5288,5191,0.9992310649750096,92,5293,5202
772,d8f9c83e-8d36-4c88-9b5d-943a84fb1ebf runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=638 start_time=2025-11-20T10:46:45.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=d8f9c83e-8d36-4c88-9b5d-943a84fb1ebf basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,38906,0.9306062819576333,91,4197,4107,0.9794650560828301,85,5879,5795
773,8da8aebd-f2a4-455f-9fe4-f27e904efc0a runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2095 start_time=2025-11-20T10:51:27.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=8da8aebd-f2a4-455f-9fe4-f27e904efc0a basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,1783,0.999407231772377,92,1778,1687,0.9994110718492344,86,1783,1698
774,9eb3bc6d-b6d1-4c53-8d0b-34db804c692a runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2282 start_time=2025-11-20T10:56:34.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=55acbef6-4c8c-49ca-9378-4ecc88604998 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3398,0.9993853718500307,86,3339,3254,0.9927140255009107,86,3379,3294
775,e6e8b8d5-94f1-4840-9de6-036d5aaf47cc runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2459 start_time=2025-11-20T11:01:55.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=e6e8b8d5-94f1-4840-9de6-036d5aaf47cc basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,15892,0.9904644724700092,88,9840,9753,0.9857311552843928,82,10243,10162
776,0138bdac-e7fc-4856-a7e8-05e29509f320 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2687 start_time=2025-11-20T11:08:06.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=0138bdac-e7fc-4856-a7e8-05e29509f320 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2994,0.9856035437430787,93,2801,2709,0.9933847850055126,87,2807,2721
777,85609c40-7d04-44dc-aded-029895ff0998 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2310 start_time=2025-11-20T11:09:07.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=85609c40-7d04-44dc-aded-029895ff0998 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,31923,0.9809734513274336,92,9131,9040,0.9960413459423796,86,9179,9094
778,e2a21cb4-085b-49d4-8f15-9267423a7f55 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=1090 start_time=2025-11-20T11:12:32.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=e2a21cb4-085b-49d4-8f15-9267423a7f55 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,2176,0.9990403071017274,92,2175,2084,0.999043062200957,86,2175,2090
779,774ae082-82a5-4811-9bf9-ff002e9b2f5c runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2216 start_time=2025-11-20T11:16:17.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=774ae082-82a5-4811-9bf9-ff002e9b2f5c basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,28030,0.9244712990936556,93,4064,3972,0.9809411764705882,87,4336,4250
780,a7c50f8e-5b4c-49e8-b288-e182ad68698c runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2356 start_time=2025-11-20T11:20:26.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=a7c50f8e-5b4c-49e8-b288-e182ad68698c basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,6518,0.9892567419425564,91,4651,4561,0.9764591439688716,85,5224,5140
781,97dd820e-6378-491d-ad34-1dee6f673f24 runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=337 start_time=2025-11-20T11:23:41.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=97dd820e-6378-491d-ad34-1dee6f673f24 basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,3861,0.9082996580665216,98,3314,3217,0.9838477069512547,92,3558,3467
782,3b3af539-1ade-45dc-9dbb-c872c4ef1a9f runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2657 start_time=2025-11-20T11:25:02.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=3b3af539-1ade-45dc-9dbb-c872c4ef1a9f basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,11334,0.9667054714784633,89,8678,8590,0.9914785812989406,69,8752,8684
783,a6965b8a-398a-428e-b720-ddda0e01e8ab runid=b0ed894e-112e-4a8e-8826-3551ec5485fa ch=2624 start_time=2025-11-20T10:10:19.508756+02:00 flow_cell_id=PBG32418 basecall_gpu=NVIDIA_GeForce_RTX_4090 protocol_group_id=T82_Islets_Riham sample_id=T82_Islets_Riham_DNA barcode=barcode23 barcode_alias=barcode23 parent_read_id=a6965b8a-398a-428e-b720-ddda0e01e8ab basecall_model_version_id=dna_r10.4.1_e8.2_400bps_sup@v5.2.0,10856,0.9494163424124513,92,3946,3855,0.9909349909349909,86,3946,3861
